file name,manget,kb,mb,gb
Alice.In.Wonderland.2010.Blu-ray.HK.DIY.FinalVer.AVC.1080p.DTSHDMA-YellowBeast@beAst.torrent,magnet:?xt=urn:btih:H4EN7C75EFBGLXCIB4KJPPCBRNKKSV5K,32699836.7109375,31933.434288024902
Australia 2008 Blu-ray 1080p AVC DTS-HD MA 5.1-YellowBeast@beAst.torrent,magnet:?xt=urn:btih:7UY2STHKAU3N3XDFZWY6RWIFXGZU6DCS,45453581.52050781,44388.26320362091
AVATAR.2009.Blu-ray.DIY.1080P.AVC.DTSHDMA-YellowBeast@beAst.torrent,magnet:?xt=urn:btih:A7KCGFAJJB5NA2PTC5HNNEOTGGPQSDNB,47643539.14746094,46526.89369869232
AVATAR.2009.Blu-ray.DIY.Final.Version.1080P.AVC.DTSHDMA-YellowBeast@beAst.torrent,magnet:?xt=urn:btih:GMC7R7WYC5TTHUTSP4JTNIJFWLYLN7WF,47778943.18457031,46659.124203681946
Beauty and the Beast (1987).torrent,magnet:?xt=urn:btih:EUHQFER5VS6DKAEMV7C6J5SIRQSX6N27,67391588.70019531,65812.09834003448
Bikini Destinations Triple Fantasy 2005 Blu-Ray 1080i MPEG-2 DTS 2.0 DIY-biyunyao@beAst.torrent,magnet:?xt=urn:btih:3EDMTSTKEKZ56CUXCMKWQBD3WUMT6MJF,21136532.1328125,20641.144660949707
Black.Hawn.Down.2001.Blu-ray.reAuthor.1080p.MPEG2.DualTrueHD-YellowBeast@beAst.torrent,magnet:?xt=urn:btih:PPSNUD3WKBBNLGBLMFBRZPU64KJ3PQ2X,55584604.65136719,54281.84047985077
Captain America The First Avenger 2011 Blu-ray 1080p AVC DTS-HD MA7.1 DIY-wq561103@beAst.torrent,magnet:?xt=urn:btih:GTNWRTWQPTFLT6XQKYKXNGHRR37V2ISY,48005039.107421875,46879.921003341675
CLASH OF THE TITANS 2010 BD AVC 1080p DTSHDMA-freedomman@beAst.torrent,magnet:?xt=urn:btih:UZOZNJW2TIR75JQJSZBQP67R47AH6QEU,42400321.68847656,41406.56414890289
Devil.Wears.Prada.2006.Blu-ray.DIY.1080P.AVC.DTSHDMA-YellowBeast@beAst.torrent,magnet:?xt=urn:btih:N7WFTPGSCIKZO4NEIH2HMHHLQN52CC2H,36462514.38574219,35607.924204826355
District.9.2009.Blu-ray.DIY.1080p.AVC.DTSHDMA-YellowBeast@beAst.torrent,magnet:?xt=urn:btih:SGIBJUHQPZRHXUNW4TI2DWOECWJ2TGSP,43126467.720703125,42115.691133499146
Fast.Five.2011.Blu-ray.reAuthor.1080P.AVC.DTSHDMA-YellowBeast@beAst.torrent,magnet:?xt=urn:btih:QUMHRCGCNGYDD2N7N2Q6GZC7JSUETUI6,48380254.00292969,47246.34179973602
Flirtin With Disaster 1996 1080p Blu-ray AVC DTS-HD MA 5.1 DIY-beAst.torrent,magnet:?xt=urn:btih:YOUUN43DDCRV6ZFM62YSJMIGJTC2M5O6,19129209.66796875,18680.868816375732
Gamer.2009.Blu-ray.1080p.AVC.DTSHDMA-YellowBeast@beAst.torrent,magnet:?xt=urn:btih:SVB63QJAMXIGPUBX6SGNRBP3RYWHIXHO,22216299.87109375,21695.60534286499
Hannibal Rising UNRATED Blu-Ray 1080p DIY VC-1 DTS-HD 5.1-TY@beAst.torrent,magnet:?xt=urn:btih:PND6N76KIPCYRZIO7OZCWOXYX325DY5E,21564068.67578125,21058.660816192627
Horrible.Bosses.2011.Blu-Ray.reAuthor.1080p.AVC.DTSHDMA-YellowBeast@beAst.torrent,magnet:?xt=urn:btih:2AVGSFENO7IJWUAV76RFKJSURSJAKMJA,26024517.438476562,25414.567811012268
Jumper.2009.Blu-ray.1080P.X264.DTSHDMA.AC3.DualAudio-YellowBeast@beAst.torrent,magnet:?xt=urn:btih:ANRXMCZ6TITBNSGZOFOJ7X2RR3ETZHBP,10030426.125,9795.338012695312
Kill.Bill.I.2003.Blu-ray.JPN.reAuthor.1080p.AVC.TrueHD-YellowBeast@beAst.torrent,magnet:?xt=urn:btih:45PSCSPNPTXTATLRW3M7X7SIUZ2A4E34,44963313.958984375,43909.48628807068
Kingdom.of.Heaven.2005.Blu-ray.reAuthor.1080p.MPEG2.DTSHDMA-YellowBeast@beAst.torrent,magnet:?xt=urn:btih:3LLNF6ULN7TKAJOPODUNXHLVQTSPYRVB,45678306.400390625,44607.72109413147
Knight.and.Day.2010.Blu-ray.DIY.1080p.AVC.DTSHDMA-YellowBeast@beAst.torrent,magnet:?xt=urn:btih:KBQOXKVZ3TCTY76GTDGIXSB5J43XBIIA,23190215.538085938,22646.69486141205
KOHAKU2_D1_DIY_beAst.iso.torrent,magnet:?xt=urn:btih:L5VI7FQAKNXXCKFYDKRFBEDBFOT2ILOA,43476352.0,42457.375
Love.Letter.1995.BluRay.1080p.AVC.DTS-HD.MA.2.0.DIY-beAst.torrent,magnet:?xt=urn:btih:E574O4WXTKWFIVQO32SWIFAFMK6Y2JVF,36222480.166015625,35373.515787124634
